textId,content
i_2c027957a20f,小李是中国人。
i_a6bcd1174ee2,森先生不是学生。
i_7ee0c256f86d,林先生是日本人吗? 
i_0bd205ea2a9f,小李是JC策划公司的职员。
i_80d3da42b9a0,我姓李。(您)是小野女士吗?
i_d5147087aaec,是的，(我)是小野。
i_d3208b1605b2,森先生是学生吗?
i_78c806e0ef37,不，不是学生。是公司职员。
i_354a3ce94de1,您是吉田先生吗?
i_fd319ec32b55,不，不是。我是森。
i_647eba4d41c7,小李是JC策划公司的职员吗?
i_677390a77528,是的。
i_d1cc26a9a8c9,(您)是JC策划公司的小野女士吗? 
i_60ad50a9c3b8,是的，我是小野。是李秀丽女士吗?
i_379755b40eb0,是的，我是李秀丽。初次见面，请多关照。
i_3355a04d59a5,初次见面。我叫小野绿。
i_574ac4e47d22,李女士，你好
i_6b7077a2961d,(您)是吉田先生吗?
i_05c030fe3b7a,不，我不是吉田。(我)是森。
i_4f492fb36ff8,啊，是森先生呀。对不起。
i_88f8a224393d,没关系。请多关照。
i_251ebe0236b2,我是李秀丽。以后请您多多关照。
i_1d17227caffd,这是书。
i_6f3f5435c85e,那是什么?
i_c767aeb95b17,那是谁的伞?
i_91d55edbb22c,这个照相机是史密斯先生的。
i_0935d724d522,这是电视机吗?
i_11e09617a984,不，那不是电视机。是计算机(个人电脑)。
i_985a05b2026e,那是什么?
i_201e5e7c4da0,这是日语书。
i_59767c08104c,森先生的包是哪个?
i_4b931eba787c,是那个。
i_e90736cd085b,那个笔记本是谁的?
i_539e827aea19,是我的。
i_45150c7a9bc0,小李，那是什么?
i_4e73db02bca4,这个吗?这是(我)家人的照片。
i_c93fc4aed74e,(指着其中一个人)这位是谁呀?
i_e928ea41d039,是我母亲。
i_fa9ee19789cf,(您)母亲多大年纪了?
i_208d393bbf67,52岁。
i_3973e185f848,小野，这个给你。
i_a28cb7119b78,嗯?这是什么?
i_591b41ed4b14,是礼物。
i_27e927d208d9,哇，是真丝手绢啊。
i_1cec1bfdc6c1,嗯。是汕头的手绢。中国有名的特产。
i_bb20f2a8e3c6,谢谢。
i_f1fb0376fb3a,这里是百货商店。
i_386c5a4e9621,食堂在百货商店的7层。
i_654d25b2b486,那里也是JC策划公司的大楼。
i_ae21299ea0c7,卖包的柜台在1层还是2层?
i_0fa1d0b32f17,厕所在哪儿?
i_ee4584b664f8,在那儿。
i_9d03a564e67a,这里是邮局还是银行?
i_d1bf5441ecbc,是银行。
i_05d6865a2935,这个多少钱?
i_68449a6fc974,<那个>5800日元。
i_f08e4f427a77,那个呢?
i_d998e3728a0f,那个也是5800日元。
i_f1a813270a88,这里是便利店。隔壁是咖啡馆。
i_dc1fe0c54dad,(指着前方的建筑物)那座大楼是宾馆还是高级公寓?
i_2a5c47f53d0f,<那是>高级公寓。
i_ebe5f33182e2,(指着远处的高楼)那座大楼是什么?
i_c0d6c4702a39,那也是高级公寓。
i_4f8996bb2069,公寓的旁边呢?
i_b063fdcd342e,<公寓的旁边>是医院。
i_734b3abe290b,书店在哪里?
i_8535dfedd7f3,(指着前方不远处)在那儿。在那座楼的二层。
i_5fa33b79836f,请问，东京地图在什么地方?
i_cec9276936b6,地图?(指着小李身后)在那儿。
i_d7cacf24330d,多少钱?
i_969d2dd368fd,500日元。
i_c381709e551e,房间里有桌子和椅子。
i_142f6b7de825,桌子上面有(一只)猫。
i_9434ce12ae08,小卖部在车站的外边。
i_34f4d440b164,吉田先生在院子里。
i_eea5e9c14f8d,那个盒子里有什么?
i_793472218107,表和眼镜。
i_3f1f8e3d6a13,房间里有谁?／谁在房间里?
i_8062bdc2c613,没有人。
i_f5ed4afe6cf3,小野女士的家在哪儿?
i_73d2fa482b63,在横滨。
i_4bc09ede557e,那儿有(一只)狗啊。
i_644f65a5b25a,是，是我的狗。
i_6cf1697bd4d0,小野，公司在哪儿啊?
i_4cc4e9596566,(翻了一下地图册)嗯……在这儿。
i_eaa9dd16b3d0,附近有车站吗?
i_1a7bbeedd0d0,有。有JR和地铁的车站。(指着地图册)JR车站在这儿。
i_ecf50d10f4f0,地铁车站是这儿吧?
i_2bac38eb9c58,是的。在JR车站的旁边。
i_a7f463b3241e,你家在哪里?
i_b823d5c7b4c6,我家在横滨。
i_3cd0af984425,家人也在横滨吗?
i_75689f7e80d3,不，我一个人生活。
i_ffc06535ac5c,你父母住在哪儿啊?
i_617540e7c0cd,父母在名古屋。
i_adcb065b35a2,兄弟姐妹呢?
i_98886b2abd75,(有一个)妹妹在大阪。
i_7760dfe12858,现在4点。
i_e83875d515a2,森先生7点起床。
i_a4f660a25040,森先生上周休息。
i_567a286ab1e8,我昨天没上班。
i_4e973cda09ca,(你)每天几点睡?
i_a035baae34c0,11点30分睡。
i_fa4a29745b5f,昨天(你)从几点工作到几点?
i_12478549af7d,从9点工作到6点。
i_7a52b2c33a79,(你)上周休息了吗?
i_7fb167aa0e25,没休息。
i_97c30d19dae9,什么时候开始考试?
i_c5a0b470b898,下周四。
i_a29221cf7cd5,小野，小李的欢迎会是什么时候?
i_54f9e90ab042,后天晚上。
i_996bf29de297,几点开始?
i_08592bc791ab,6点开始。
i_3066617d0d2d,森君，你早。现在几点了?
i_e1dfdaa2bc2e,10点15分。
i_09d329add670,迟到了吧。
i_f04aebc4b9f8,对不起，科长。我今天早晨9点才起床。
i_396fc3c493c0,森先生，你每天早晨几点起床?
i_15a9f2bf95dd,一般是7点左右。你呢?
i_aec40916620b,我是6点左右。
i_17994e50d1fd,北京分公司几点上班?
i_9abfc93dab1c,8点。上午8点工作到下午5点。
i_fb6b77968deb,星期六呢?
i_397b5709d63d,星期六不上班。星期六和星期日休息。
i_29a832a28a29,吉田先生下个月去中国。
i_75014e3620f3,小李上个月从北京来。
i_d3875ce7f7b2,小野女士和朋友(一块儿)回去。
i_1dc78297b03e,森先生从东京坐新干线去广岛。
i_b185c3b22166,(你)什么时候去美国?
i_0cc0cee51389,10月份去。
i_6d3562090eaf,(你)怎么去车站?
i_1ddb6aed956f,骑车去。
i_4cc9375f87d7,(你)和谁去美术馆?
i_f144c3fb2546,和朋友去。
i_1b529d097ac1,(你是)乘飞机从大阪去上海吗?
i_7d5725d97fab,不，坐渡轮去。
i_d9406fc759e4,小李，昨天(你)几点回公寓的?
i_a162b5c0cf9a,哦，好像是11点半左右。
i_08c290a15801,怎么回去的，坐出租车?
i_e06420fd8bcd,坐电车回去的。坐电车到涩谷，然后从车站走回去。
i_6cbde7d62719,小野，你呢?
i_de2d28961f3d,我也是坐电车。从车站到家是坐出租车回去的。
i_ac55711f11a8,几点到家的？
i_3a6846e51e4d,12点左右。
i_60dfc4768a25,森，(你)昨晚直接回家了?
i_86d8daf583ad,没有。我和科长一起去银座了。
i_8f2ec93941d3,啊?银座?
i_85342daab91a,(那你们)几点回的家?
i_fb7209f4b988,深夜两点。
i_769bd976260e,两点啊。够累的吧。
i_c9a2c7739ce8,小李每天喝咖啡。
i_29b67bf0dcb6,小李在图书馆学习。
i_03a0a46cd83e,我每天早晨吃面包或(喝)稀饭。
i_b499990f92f1,请给我可乐和蛋糕。
i_e5373cea94b2,小李，(你)早晨在家看报了吗?
i_a2f20e056cbb,没有，(我)没看。
i_e65bcf2c202f,(你)早晨吃什么了?
i_078506163b1a,(我)什么都没吃。
i_89d1bed15ace,吉田先生，你星期天干什么?
i_b8cb58c2aece,打网球或慢跑。
i_b1b893f2ad24,欢迎光临。
i_434b4ee47670,我买这个笔记本和铅笔。
i_7786587f03a0,小李，现在去吃午饭吗?
i_3f5df79a3399,是呀。和小野一起去。
i_34dfc9a30859,科长您呢?
i_df28b20787e3,我在便利店买了盒饭和茶水。
i_3a5834b877e0,您经常去便利店吗?
i_cc4e6c6dd08f,不，平时一般去荞麦面馆，吃荞麦面或者乌冬面条。
i_05ff9c283ed7,是吗？
i_c0533f532fb8,小李，那咱们今天去荞麦面馆怎么样?
i_e2b35c032413,好吧。
i_15c1f08d50f5,那，科长，我们走了。
i_6e16b69a1b03,去吧。
i_f7932c03e18b,欢迎光临。
i_cdc3a33a2ed9,劳驾。给我来一个鸡肉鸡蛋盖饭。小李，你呢?
i_07ae7c66de8b,我也来这个。
i_93334d9f55c9,知道了。
i_dccadb9644f5,小李用日语写信。
i_37557ade30a1,我送给小野女士礼物。
i_99557d958e09,我从小野女士那儿得到一本词典。／小野女士给了我一本词典。
i_ee6f0579010d,小李明天见长岛先生。
i_419b2246ac3b,昨天(我)给妈妈寄了生日礼物。
i_25d9d8f6162b,用什么寄的?
i_4d72318998aa,用航空邮件寄的。
i_8bb5dbcbb2d6,那张电影票给谁?
i_6b44b0fc2c11,给小李。
i_a04517261817,(你)从谁那儿得到那个小册子的?
i_6b4638f672f0,从长岛先生那儿。
i_b0cc89ab64f8,请问，小李在吗?
i_613f8d6e72cf,已经回去了。
i_9530b6439b69,刚才长岛先生来了个电话。
i_2a968e8fe1f0,是日程表的事吗?
i_74f1885c6d0a,是。
i_8c64ada70f4e,我已经给他发传真了呀。
i_a54185a8368a,什么时候发的?
i_dd2cce845106,昨天傍晚。(要不，)再发一次?
i_c5712a408dae,好吧，那就拜托了。我用邮件给他发。
i_9becabad6677,好。
i_fb481446df64,小李，我(这儿)收到了长岛先生的邮件。
i_430de4e3dc90,(他)收到传真了吗?
i_d7cf7b05d7f7,传真、邮件都收到了。
i_6390e577fc71,是吗，那太好了。
i_62fa85b2b4fd,小李，这个给你。这是箱根的影集，前些日子长岛先生送我的。
i_604110f5cc34,谢谢。
i_4bbb3ce7330c,四川菜很辣。
i_14d4a14eca1e,这个汤不太热。
i_710ea61b2c80,旅行很愉快。
i_99f0b4bcbf4c,中国是个幅员辽阔的国家。
i_53b353b19cce,(那天)天气好吗?
i_a018fe5ca559,不，不太好。
i_9a0882873475,(你)去天安门了吗?
i_81dc182dfc01,去了。(那)是个非常雄伟的建筑啊。
i_806b59d8c7f5,长城离北京市内远吗?
i_fcd064d987e6,不，不太远。
i_0f26a465f232,(你)吃北京烤鸭了吗?
i_612d9de72bc6,吃了。挺好吃的。
i_8e6c385b7b96,小野，这件浴衣有点小。
i_db63730534ca,哎呀，那是孩子用的。(取出大人用的)你穿这件。
i_1c87d968145d,(试穿)这件正合适。
i_108ed8459ac6,小李，水不烫吗?
i_317b305e75e7,不烫，正合适。非常舒服。
i_366bd6c3ffa2,小野，这儿的景色真美。
i_f1826c878238,是呀，是很美。
i_f2f3888b9796,小野，那是什么?
i_8f2cc93a7d7c,啊，这是温泉水。小李，你也喝点儿?
i_dd2f1f3eb24a,好吧。(喝了一点儿)不太好喝。
i_eb25ca83eb10,京都的红叶很有名。
i_73efde9fc6ab,这条街不热闹。
i_f9a208525142,奈良是个很安静的城市。
i_f10c3d5e63bb,昨天是星期日。
i_4bec3afebfd1,(你)买什么土特产了?
i_d06512dd07e4,(我)买了(一个)漂亮的玩偶。
i_194a5e953b14,京都怎么样?
i_d61ffe202af8,很美。不过，不太安静。
i_66e8f284156e,横滨是(个)什么样的城市?
i_b227fe3e336c,是个很大的城市，而且很热闹。
i_672bd654dfb5,(最近)东京的天气怎么样?
i_dd14dc8299f2,昨天是晴天，不过前天下雨了。
i_bc5051ad6522,昨天我去京都了。
i_fe8c70d990e5,京都?那儿的红叶怎么样?
i_7b05e81a44e6,非常漂亮。不过(城市)不太安静。／有点儿闹。
i_5091030a5f11,怎么?
i_db3646e679e9,现在正好是修学旅行的季节，非常热闹。
i_4752f2ce4866,这条街真安静呀。
i_5ce5221600c4,今天是平日，要是周末或者节假日，游客很多，(还是)非常热闹的。
i_4a1c54b0ee5e,是吗？
i_e75b73e1d54b,咦，怎么一个人也没有?
i_a4fafc003faf,是啊。
i_77e7fe4ba20f,哎，请问，这个美术馆里都有什么作品?
i_3b8735643c13,有世界著名艺术家的雕刻。
i_87d23eb18e8d,美术馆的庭院里也有很多有趣的作品。
i_c7a082604edc,小野女士喜欢唱歌。
i_dfb4fc6d443d,史密斯先生懂韩语。
i_1fb9a90f5752,吉田先生有时去中国呀韩国什么的。
i_62adc813c664,森先生喜欢喝酒，每天都喝。
i_82ee24d7edd7,吉田先生会做菜吗?
i_c459c7190975,不，一点儿都不会。
i_9b5cddd22a7d,(你)喜欢什么音乐?
i_c5c462287609,我喜欢摇滚乐、流行音乐什么的。
i_e4113166609a,长岛先生，(你)会西班牙语吗?
i_e0e92271fd5f,嗯。在大学学过，会一点儿。
i_65d3e4549733,小野女士，(你)经常听音乐吗?
i_611610e0f5a8,是，经常在家里听CD。偶尔也去听听音乐会。
i_70368ceee6cd,箱根的饭店、旅馆真多啊。
i_81a0abe2d477,是啊。公司的别墅也很多。
i_3bbb383a1537,长岛、小野，(你们都)经常来吗?
i_2bbce042eac2,是的，有时开车来。
i_c9cb29e8eba3,我不会开车，总是坐电车来。
i_28e70425dc7f,我下个月还要来。
i_29059ea2945d,为什么?
i_7b4aa05ba554,因为在这附近的一家宾馆要举行一个朋友的摄影展。
i_ed44d41d0c97,箱根的礼品什么好?
i_b9658111db3f,这个……不好说啊。
i_fcf8e5bf997d,木片儿拼花工艺品怎么样?很有名的。
i_a021a7791d6a,花纹真漂亮。
i_81c21b1a8888,是啊。
i_8c4b4c2819de,喜欢吗?
i_b5a766ff55f7,嗯，非常喜欢。
i_cc1e5624231e,小李比森先生年轻。
i_3d0f8fe883bc,和日本相比，中国更辽阔。
i_b7b7b57473b2,神户没有大阪那么繁华。
i_beda96d8783e,在各种体育活动中，足球最有意思。
i_59c15ff9b55c,北京比东京冷吗?
i_dedd3e33fd2f,是的。冬天的北京比东京冷多了。
i_33068aa650e9,日语和英语，哪个难学?
i_4ca16a6965e2,日语难学。
i_862a1990a84d,森先生很会打网球啊
i_07e933b4409e,(嗯……)不。不如长岛先生打得好。
i_c512c881e225,(四个)季节当中，(你)最喜欢哪个?
i_500637b482a0,我最喜欢春天。
i_7ae336c90a0b,长岛，你经常喝酒吗?
i_5b66f901c543,是的。我非常喜欢喝酒，每天晚上都喝。
i_a1544a0265ed,啤酒和日本酒，你喜欢哪一种?
i_1f5891c0d050,哪种都喜欢。不过，我最喜欢的还是烧酒。
i_012f1f8221d1,烧酒近来很受欢迎。
i_e37dc183b03e,小野也喜欢喝烧酒吗?
i_a35b8c89b4e0,不。比起烧酒来，我更喜欢喝葡萄酒。不过，我也经常喝啤酒。
i_8a319be35d69,中国有很多种茶啊。
i_30334ba487d4,是啊。乌龙茶啦、茉莉花茶啦、绿茶啦，很多很多。
i_9acd7f561a50,哪种茶最受欢迎呢?
i_e08abedbe342,还是乌龙茶。
i_59b3ea162911,小李，(你)也经常喝茶吗?
i_023d1a6d9569,是的。我每天都喝乌龙茶或者茉莉花茶。
i_ae29c53f809f,哪种好喝?
i_c7e9fc6ef39e,哪种都好喝。不过我更喜欢喝茉莉花茶……
i_202555b366e5,桌子上有3本书。
i_3a40a627f452,小李每天工作7小时。
i_342cbea4f1e9,小李一周去两次游泳池(游泳)。
i_cca271461ad7,下午去邮局托运包裹。
i_9c37a056473e,对不起，请给我5张明信片。
i_594dc0eb95be,好的。5张250日元。
i_4855ce5cb256,(你)经常看电影吗?
i_796362dc43a2,是。1个月看两次左右。
i_a0cbd3ed282d,从你家到公司需要多少时间?
i_6627f804dd5d,乘电车需要1小时左右。
i_01b98c7de79e,(你)昨天干什么了?
i_82792b793888,去新宿看了电影。
i_6651f9a7fdd9,现在我要和森一起去附近一家酒馆喝酒。你也一起去怎么样?
i_f574339d753d,我?方便吗?好吧。
i_7aa7165f1e6a,森先生，你们常来这个酒馆吗?
i_6cdbc5c0a93c,是的。我每周大约来两次。
i_5090284c5231,我也经常来。
i_219057792a79,(对不起，)先来3杯生啤。
i_8a362e6bd74b,1扎生啤300日元?
i_919547df0781,这里的酒和饭菜都很便宜。5根烤鸡肉串才400日元。
i_3acd515bd890,炸鸡、土豆炖肉一盘350日元。
i_faec7ae79a1e,别的店卖多少钱呢?
i_aaa605051577,生啤大概是1扎400或450日元。
i_4ba4b85ff3df,烤肉串1根150日元左右。
i_cd622c6549f0,那，这儿真便宜啊。
i_82ffd9bfb7ae,昨天去商场买东西了。
i_6956df61ed76,小李每晚听了收音机后睡觉。
i_bcf722af376f,请在这里填写(您的)住址和姓名。
i_8f8734d1bb44,小李每天早晨7点离开家。
i_51550ff6beba,今天下午干什么?
i_19974aff4703,去图书馆学习。然后回家写信。
i_061135f4af84,什么时候出发?
i_b49e8ef2f739,吃完午饭后出发。
i_3db675724b75,对不起，请把这个包裹寄到中国。
i_733e8e79b34f,海运还是航空?
i_1f95076cbb1a,<请寄>海运。
i_2f12f38e57d3,这趟公共汽车经过车站一带吗?
i_887683f8db65,是的。经过。
i_0aa00b4509bc,吉田科长，稿子写好了。
i_47ab1f742e94,是关于箱根的报道吧。拿过来我看看。
i_ab4a20d4e4c3,相当不错。什么时候写的?
i_a0f3ea6e8d41,昨天在公司整理好记录，请小野女士看了一遍。然后回到公寓里写成的。
i_845a6e139bc0,是吗?很难搞吧。照片也出来了吗?
i_7afa2722e5c6,唉，这就去长岛先生的事务所选照片。
i_9ac08d1de9bd,是吗？
i_759123d1c52d,一会儿，照片也得请您过目。
i_07eec75bdd0f,小李，这就走吗?
i_3ff84a6652ad,是的。先去银行取点钱，然后去。
i_8abcf90b07d1,那么，你要经过邮局附近吗?不好意思，请帮我把这封信寄出去。
i_cce2c803ba59,好。(是)寄快件吗?
i_0caabdc3a86a,对，(是)寄快件。
i_2a1128d6dbd9,小野女士现在正在看报纸。
i_b254e66448b7,这儿可以拍照吗?
i_42920be8d5ca,飞机上不能吸烟。
i_694737206efd,星期天，小野女士在公园里划了船。
i_60101328648c,喂，是森先生吗?(你)现在在哪儿?
i_69093a93e416,我正从市政府前面走过。／在市政府前面。
i_9b490fa4f641,请问，(我)可以借这本词典吗?
i_831005083ed7,嗯……我正在用。
i_fdbbfa236c7f,对不起，(我)可以坐这儿吗?
i_7153519da700,可以。请坐。
i_c891d5c9577d,哎，这儿不让用手机。
i_9ede8cd49d46,对不起。(我)以后注意。
i_d130fc366384,喂我是小野。你怎么了?
i_cc1a6af14e77,我有点儿发烧。今天可以请假吗?
i_d8840870cd70,当然可以。有病不能硬撑着。
i_663ca5ebed4b,好，知道了。嗯……吉田科长在吗?
i_1a4f3e8426db,他现在在会议室商量事儿。我待会儿跟他说。
i_8f802b5a3621,那就拜托了。
i_ed5a3563fd02,去医院了吗?
i_c2aa08f1d0bc,还没呢。
i_9a83ce7de848,那么，先去医院，然后好好儿休息一下。
i_532d370aa093,好的。谢谢。
i_0f900af97fe9,(你这)是感冒。吃点儿热乎东西，好好儿睡一觉。另外，今天晚上不能洗澡。
i_6ad8ded61a52,知道了。
i_f122fbc359f2,给你开个药方，到药店去取。
i_4b4465bc3b9c,谢谢。
i_9a51ede1d8ea,多保重。
i_97768c433aae,宾馆的房间又宽敞又明亮。
i_479903a9b7d2,这台电脑(用起来)既简单又方便。
i_117f0911c7e3,森先生有辆车。
i_856fa51e6eb9,(我)学了3个月电脑，但还不太会用。
i_ec4f55577597,森先生<长>什么样儿?
i_34ced81842a8,个儿高、腿长，挺帅的。
i_3129b52ca691,日本怎么样?
i_82589fca773e,城市很干净、安全，但是物价很高。
i_7743a52190c4,史密斯先生是公司职员吗?
i_4a8cab09004a,是。是旅行社的职员，营业部部长。
i_83f5e9088dc3,长岛先生住在哪儿?
i_9109150c5d87,和家人一起住在涩谷。
i_af430e875c25,这个展览馆真是又大又漂亮啊。
i_3bc5d6135030,是的。是日本著名建筑师设计的、最新式的展览馆。
i_d0c78c5e01b4,设计独特，造型也十分有趣。
i_bc29a80dc366,到处都是保安啊。
i_0952fca86b74,这里离车站近，门票也很便宜。来参观的人很多，所以总是戒备森严。哎，小李，带身份证了吗?
i_b92206251293,放心吧，带着呢。(拿出身份证件)你看
i_4dfb79d1e542,入口很小，里面倒还挺宽敞。
i_77cbc0421f8f,是的。天棚高，窗户多，挺亮堂的。
i_b9328605980b,(你瞧，)圣诞树旁边不是有一块红色的大牌子吗?那是什么?
i_c8fb6ab06883,啊，那是航空公司的广告牌。够耀眼的吧。
i_a22f3505403e,是够耀眼的。不过，我并不讨厌。
i_a0c0d1b99ef9,我想有(套)新西服。
i_51dc73db3322,我想看电影。
i_af4fa484b4e8,一起喝茶好吗?
i_ae861cfad665,休息一下吧
i_535fcd1d7d13,(你)现在最想要什么?
i_8cb2c91286ab,想要辆便宜点儿的车。
i_8d54b475d69c,今天(我)去百货商店买东西。小李一起去怎么样?
i_f3e79a2c2ae6,好，(我)一定去。
i_1d2dbac66d1c,小李，(你)想吃什么?
i_664b8670c469,什么都行。
i_28f02d7a05e2,星期六下午去听音乐会好吗?
i_cae063ffe285,好啊，去吧。
i_f9f6930a855d,小野，你祈祷什么了?
i_f9f855be5f11,健康和恋爱。
i_bb2539612b98,恋爱?
i_0d0181a4dbf8,是的。我想今年结婚。
i_7c74a669f6d7,有对象了吗?
i_0e495ce5179b,还没有。我想先找一个男朋友。
i_634d0ff6e08e,你喜欢什么样的男性?
i_49185aa1800b,办事认真、温柔体贴的人呗。
i_e13036e62172,这么说，森先生怎么样啊?
i_f462a2d35637,(脸红)嗯……
